cardinal,birth_passage,century,source
"(41) 2. SERRA, Niccolò (1706-1767)","Birth. November 17, 1706, Genoa. Second of the three children of Francesco Maria Serra, senator of the Republic of Genoa, and Laura Negroni. The other siblings were Geronimo and Giuseppe. He was destined by his parents to the ecclesiastical state. Grand-nephew of Cardinal Giacomo Serra (1611). Related to Cardinal Giovanni Battista Spinola (1733), on his mother's side. Grand-uncle of Cardinal Francesco Serra (1831).Education. He was sent to Rome to study at the Somaschan Collegio Clementino; later, he attended La Sapienza University, Rome, where he obtained a doctorate in utroque iure, both canon and civil law, on March 23, 1730. He studied under the tutelage of Cardinal Giovanni Battista Spinola.",eighteenth_century,fiu_scrape
"(35) 16. PIMIENTO RODRÍGUEZ, José de Jesús","Birth. February 18, 1919, Zapatoca, diocese of Socorro y San Gil, Colombia. Son of Agustín Pimiento and Salomé Rodríguez. His baptismal name was José de Jesús Horacio.Education. He completed his ecclesiastical studies in the Minor Seminary of San Gil and in the Major Seminary of Bogotá.",twenty_first_century,fiu_scrape
"(25) 2. PARENTUCELLI, Tommaso (1397-1455)","Birth. Most probably on November 15, 1397, Sarzana (1), near La Spezia. Son of Bartolomeo Parentucelli, a physician, and Andreola Tomeo dei Bosi; she married Tommaso Calandrini in second nuptials. Half-brother of Cardinal Filippo Calandrini (1448). He was called the Cardinal of Bologna.Early life. His father died in 1401, when he was four years old. His mother married in second nuptials Tommaso Calandrini; he did not have a good rapport with his stepson; young Tommaso he had three half-siblings: Filippo, Federico e Caterina. When he was a young child, he became ill and his mother, while praying at night, said that she had a vision in which his son would be cured and that he would be pontiff some day.",fifteenth_century,fiu_scrape
"(56) 2. SCHERER, Alfredo Vicente","Birth. February 5, 1903, Santa Teresinha, Bom Princípio, archdiocese of Porto Alegre, Brazil. Second child of Pedro Scherer and Anna Opermann. Distant relative of Cardinal Odilo Pedro Scherer (2007).Education. Initial studies at Colégio Marista in Bom Princípio; then, studied at the Minor Seminary of São Leopoldo, Porto Alegre; later, at the Seminary of Porto Alegre; and finally, at the Pontifical Gregorian University, Rome, where he obtained a doctorate in theology, summa cum laude.",twentieth_century,fiu_scrape
"(158) 21. JAWORSKI, Marian","Birth. August 21, 1926, Lwów, Poland (now Lviv, Ukraine). Son of Wincenty Jaworski and Stanisława Łastowiecka. His baptismal name is Marian Franciszek.Education. Studied at the Lviv Major Seminary; then, moved to Kalwaria Zebrzydowska, Poland, in 1945; then, studied at the Jagellonian University, Kraków, where he obtained a doctorate in theology, in 1952; later, studied at Lublin Catholic University, where he earned a doctorate in philosophy, in 1954; and also, at the Warsaw Theological Academy, earning a doctorate in the philosophy of religion, in 1965.",twentieth_century,fiu_scrape
"(9) 1. CONTI, Innocenzo (1731-1785)","Birth. February 8, 1731, Rome (1). Son of Stefano Conti, duke of Poli and Guadagnolo, and Maria Vittoria Ruspoli. Brother of Michelangelo Conti, last duke of Poli; and of Father Marcantonio Conti, Somaschan.Education. Studied at La Sapienza University, Rome, where he earned a doctorate in utroque iure, both canon and civil law, on April 27, 1752.",eighteenth_century,fiu_scrape
"(11) 7. BIRAGUE, René de (1506-1583)","Birth. February 3, 1507 (1), Milan. Milanese patrician. He is also listed as Renato Birago; and his last name is also listed as Biraghe and Biragro. Son of Giangiacomo Galeazzo Birago, ambassador of the duke of Milan in France, and Anna Trivulzio.Education. He was sent to Avignon to study but the death of his father made him return to Milan to take care of the family's affairs. Obtained a doctorate in law. Admitted to the Collegio d'avvocati of Milan, 1536.",sixteenth_century,fiu_scrape
"(20) 9. BERNETTI, Tommaso (1779-1852)","Birth. December 29, 1779, Fermo. Of one of the premier patrician families of Fermo. Son of Count Salvatore Bernetti and Countess Judith Brancadoro. Nephew of Cardinal Cesare Brancadoro (1801), on his mother's side.Education. Studied literature and law at the University of Fermo.",nineteenth_century,fiu_scrape
"(56) 4. COSTA D'ARIGNANO, Vittorio Gaetano (1737-1796)","Birth. March 10, 1737, Turin. Second child of Carlo Maria Costa, count of Arignano, general of the Sardinian army and governor of Cuneo, and Paola Blanciardi. In baptism he received the name Vittorio Maria Baldassare Gaetano. The other siblings were Maria Clementina, Luigi, Allberto (died young), Giulio and five other children who died unmarried and childless.Education. Studied at the Royal University of Turin, where he earned a doctorate in utroque iure, both civil and canon law, on July 10, 1757 (1); aggregated to Collegio dei dottori di filosofia on December 22, 1757.",eighteenth_century,fiu_scrape
"(21) 2. CLEMENTE, Manuel José Macário do Nascimento","Birth. July 16, 1948, São Pedro e São Tiago, Concelho of Torres Vedras, patriarchate of Lisbon, Portugal. He is the third of the four children of Francisco Clemente, a slightly believer industrial, and Maria Sofia, a Catholic activist.Education. After finishing his secondary studies, he frequented the Faculty of Letters of Lisbon, where he obtained a licentiate in history. Entered the Major Seminary dos Olivais in 1973. In 1979, he obtained a licentiate in theology at the Portuguese Catholic University, obtaining a doctorate in historical theology in 1992 with a thesis entitled ""Nas origens do apostolado contemporãneo em Portugal. A «Sociedade Católica» (1843-1853)"". From 1975, he taught church history at the Portuguese Catholic University.",twenty_first_century,fiu_scrape
"(63) 12. CANALI, Nicola","Birth. June 6, 1874, Rieti, Italy. Second child of Marquis Filippo Canali and Countess Leonetta (Caterina) Vincentini. The other children were Marinella, who married Engineer Guido Biasi; and Lodovico, canon of the cathedral chapter of Terni.Education. Studied at the Pontifical Gregorian University, Rome; and at the Pontifical Roman Academy of St. Thomas Aquinas, Rome.",twentieth_century,fiu_scrape
(1617-1699),"Birth. April 22, 1617, Venice. Of a noble family. Second of the nine children of Senator Niccolò Delfino and Isabetta Priuli. The other children were Pietro, Iseppo, Dionisio, Marcantonio, Daniele I, Daniele II, Andrea and Marietta. His last name is also listed as Dolfino, which is its Venetian form. Nephew of Cardinal Giovanni Delfino (1604). Brother of Daniele Delfino, titular bishop of Philadelphia, coadjutor of Aquileia (1659-1689). Uncle of Dionisio Delfino, patriarch of Aquileia (1699-1734). Uncle of Cardinal Daniello Marco Delfino (1699). Grand-uncle of Cardinal Daniele Delfino (1747).Education. Studied gravi subjects as well as Greek and Latin, in Venice and Padua. Obtained a doctorate in law.",seventeenth_century,fiu_scrape
"(54) 16. WUERL, Donald William","Birth. November 12, 1940, Pittsburgh, United States of America. He is the second of the four children of Francis J. Wuerl and Mary Anne Schiffauer. The other siblings are Wayne, Dennis and Carol. His mother died when he was just four years old, and his father later remarried Catherine Cavanaugh, who raised Donald and his siblings.Education. He attended St. Mary of the Mount parish and school in Pittsburgh; later, he entered Saint Gregory Seminary, Cincinnati, where he obtained a bachelor's in philosophy; then, he studied at The Catholic University of America, Washington, as a Basselin scholar in philosophy, earning a master's in philosophy; sent to Rome, he attended the Pontifical Gregorian University, where he obtained a master's in theology; and the Pontifical University of S. Tommaso d'Aquinas (Angelicum), where he obtained in 1974 a doctorate in theology. In Rome he lived in the Pontifical North American College. Besides his native English, he speaks French, Italian and Spanish.",twenty_first_century,fiu_scrape
"(55) 14. DE GREGORIO, Emmanuele (1758-1839)","Birth. December 18 (or 28), 1758, at sea while his mother was travelling to Spain; the birth was registered in Naples. Fourth of the seven children of Leopoldo De Gregorio, marquis of Squillace and prince of S. Elia, minister and secretary of State of the Two Sicilies, and his second wife, María Josefa Verdugo y Quijada, of a distinguished family from Barcelona. The other siblings were Carlo, Antonio Maria, Girolamo, Maria Giuseppa, Angela Maria and Maria N. His first name is also listed as Emanuele. Half-brother on his father's side of Cardinal Giovanni de Gregorio (1785).Education.Studied at Collegio Clementino, Roma.",nineteenth_century,fiu_scrape
"(7) 7. PECCI, S.J., Giuseppe","Birth. December 13, 1807, Carpineto, diocese of Anagni. Son of Ludovico Pecci and Anna Prosperi Buzzi. Brother of Pope Leo XIII.Education. Studied at the Jesuit school in Viterbo from 1818; joined the Society of Jesus at the novitiate in Rome in December 1824; Collegio Romano (philosophy); taught rhetoric at the Jesuit schools in Urbino and Forlì; taught philosophy at the Jesuit schools in Reggio Emilia, Faenza and Modena from 1830 to 1833.",nineteenth_century,fiu_scrape
"(7) 2. ALTIERI, Emilio Bonaventura (1590-1676)","Birth. July 13, 1590, Rome. Of an ancient and noble family. Son of Lorenzo Altieri and Vittoria Delfini. Baptized in the church of S. Marco, Rome. Brother of Cardinal Giambattista Altieri, seniore (1643). Uncle of Cardinals Giambattista Altieri, iuniore (1724); and Lorenzo Altieri (1690). Grand-uncle of Cardinal Vincenzo Maria Altieri (1777). Relative of Pope Benedict XIII.Education. Obtained a doctorate in utroque iure, both canon and civil law.",seventeenth_century,fiu_scrape
"(81) 8. KREMENTZ, Philipp","Birth. December 1, 1819, Koblenz, diocese of Trier, Germany. Received the sacrament of confirmation, June 16, 1833.Education. Attended the University of Bonn, where he studied theology; and the University of Münich. He was granted a doctorate in theology by apostolic brief of December 21, 1867.",nineteenth_century,fiu_scrape
"(51) 10. NARO, Benedetto (1744-1832)","Birth. July 26, 1744, Rome. Of the noble family of the marquis of Baldachino. Grand-uncle of Cardinal Costantino Patrizi Naro (1834) (1).Education. Studied at Collegio di San Carlo, Modena, from January 20, 1752.",nineteenth_century,fiu_scrape
"(129) 22. RAZAFINDRATANDRA, Armand Gaétan","Birth. August 7, 1925, Ambohimalaza, apostolic vicariate of Tananarive, Madagascar. Son of Paul Razafindratandra, son of the governor of Tananarive, and Joséphine Rasoanoro. His first name is also listed as Gaëtan.Education. Primary and secondary studies at the parish school of Faravohitra, at the school of the Christian Brothers of Andohalo, at the Minor Seminary, Ambohipo and at St. Michael School, of the Jesuit fathers; Major Seminary, Ambatoroka (philosophy and theology); Institute of Catechetical Pastoral, Catholic Institute, Paris; Institute of Social Studies, Catholic Institute, Paris.",twentieth_century,fiu_scrape
"(80) 5. ADVINCULA, Jose Fuerte","Birth. March 30, 1952, Dumalag, archdiocese of Capiz, Philippines. Son of Jose Firmalino Advincula and Carmen Falsis Fuerte. They had twelve children, six boys and six girls. Two of his brothers became priests: his older brother, the late Monsignor “Manong Ben” Advincula, and his younger brother, Father Neil Peter “Petbong” Advincula, parish priest of Cuartero, Capiz. A first cousin on his mother’s side is also a priest, Father Antonio Fuerte Arinquin of Dumarao, Capiz, as are two maternal uncles: his mother’s brother, the late Monsignor Siforiano Fuerte, and her first cousin, the late Monsignor Edmundo Fuerte.Education. After finishing his elementary studies in Dumalag, he attended the St. Pius X Seminary High School in Roxas City, where he studied Philosophy; then, he frequented the courses of theology at Santo Tomas University of Manila. He also studied psychology at De La Salle University in Manila; and then canon law at the University of Santo Tomas in Manila and at the Angelicum in Rome, where he earned a licentiate in canon law.",twenty_first_century,fiu_scrape
"(40) 24. CAVALIERI, Gasparo (1648-1690)","Birth. September 22, 1648, Rome. Of an illustrious family. Son of Marquis Emilio Cavalieri and Clelia, daughter of the duke of Sannesio,Education. Studied at the Jesuit Collegio Romano together with his yourger brother Francesco. He was heir to the name and fortune of this branch of the family.",seventeenth_century,fiu_scrape
"(25) 5. LÓPEZ DE MENDOZA Y ZÚÑIGA, Íñigo (1489-1535)","Birth. 1489 (1), Miranda de Ebro (2), diocese of Burgos, Spain. Son of the Counts of Miranda, Pedro de Zúñiga y Avellaneda y Catalina de Velasco. He took the last name of his great-grandfather, Íñigo López de Mendoza, marquis of Santillana. Other cardinals of the family were Pedro González de Mendoza (1473); Diego Hurtado de Mendoza y Quiñones (1500); and Francisco Mendoza de Bobadilla (1544). His first name is also listed as Inicus, Enneco and Enecus; and his last name as Stunica and Zuniga.Education. He had already obtained a bachelor's degree in theology when he was admitted to Colegio de San Bartolomé, Salamanca, on October 17, 1498; there he finished his studies with the title of licentiate.",sixteenth_century,fiu_scrape
